"UNIPROT","GO","GONAME","ONTOLOGY"
"A1X283","GO:0042554","superoxide anion generation","BP"
"A1X283","GO:0042995","cell projection","CC"
"A1X283","GO:0060348","bone development","BP"
"A1X283","GO:0060612","adipose tissue development","BP"
"A1X283","GO:0070161","anchoring junction","CC"
"A1X283","GO:0071800","podosome assembly","BP"
"A1X283","GO:0072657","protein localization to membrane","BP"
"A1X283","GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","MF"
"A1XBS5","GO:0005543","phospholipid binding","MF"
"A1XBS5","GO:0005634","nucleus","CC"
"A1XBS5","GO:0005737","cytoplasm","CC"
"A1XBS5","GO:0005739","mitochondrion","CC"
"A1XBS5","GO:0005743","mitochondrial inner membrane","CC"
"A1XBS5","GO:0005814","centriole","CC"
"A1XBS5","GO:0007007","inner mitochondrial membrane organization","BP"
"A1XBS5","GO:0030061","mitochondrial crista","CC"
"A1XBS5","GO:0035108","limb morphogenesis","BP"
"A1XBS5","GO:0035869","ciliary transition zone","CC"
"A1XBS5","GO:0036064","ciliary basal body","CC"
"A1XBS5","GO:0045880","positive regulation of smoothened signaling pathway","BP"
"A1XBS5","GO:0060271","cilium assembly","BP"
"A1XBS5","GO:0061024","membrane organization","BP"
"A1XBS5","GO:0097546","ciliary base","CC"
"A1XBS5","GO:0097749","membrane tubulation","BP"
"A1Z1Q3","GO:0005634","nucleus","CC"
"A1Z1Q3","GO:0005654","nucleoplasm","CC"
"A1Z1Q3","GO:0005730","nucleolus","CC"
"A1Z1Q3","GO:0006974","DNA damage response","BP"
"A1Z1Q3","GO:0007420","brain development","BP"
"A1Z1Q3","GO:0009617","response to bacterium","BP"
"A1Z1Q3","GO:0016798","hydrolase activity, acting on glycosyl bonds","MF"
"A1Z1Q3","GO:0019213","deacetylase activity","MF"
"A1Z1Q3","GO:0042278","purine nucleoside metabolic process","BP"
"A1Z1Q3","GO:0051725","protein de-ADP-ribosylation","BP"
"A1Z1Q3","GO:0140291","peptidyl-glutamate ADP-deribosylation","BP"
"A1Z1Q3","GO:0140293","ADP-ribosylglutamate hydrolase activity","MF"
"A2A288","GO:0000932","P-body","CC"
"A2A288","GO:0003729","mRNA binding","MF"
"A2A288","GO:0004521","RNA endonuclease activity","MF"
"A2A288","GO:0005634","nucleus","CC"
"A2A288","GO:0005654","nucleoplasm","CC"
"A2A288","GO:0005737","cytoplasm","CC"
"A2A288","GO:0030308","negative regulation of cell growth","BP"
"A2A288","GO:0036464","cytoplasmic ribonucleoprotein granule","CC"
"A2A288","GO:0046872","metal ion binding","MF"
"A2A288","GO:0061158","3'-UTR-mediated mRNA destabilization","BP"
"A2A288","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","BP"
"A2A2Y4","GO:0005856","cytoskeleton","CC"
"A2A2Y4","GO:0008092","cytoskeletal protein binding","MF"
"A2A2Y4","GO:0016020","membrane","CC"
"A2A2Y4","GO:0031032","actomyosin structure organization","BP"
"A2IDD5","GO:0003009","skeletal muscle contraction","BP"
"A2IDD5","GO:0005737","cytoplasm","CC"
"A2IDD5","GO:0005814","centriole","CC"
"A2IDD5","GO:0016529","sarcoplasmic reticulum","CC"
"A2IDD5","GO:0030030","cell projection organization","BP"
"A2IDD5","GO:0042383","sarcolemma","CC"
"A2IDD5","GO:0048471","perinuclear region of cytoplasm","CC"
"A2IDD5","GO:0098535","de novo centriole assembly involved in multi-ciliated epithelial cell differentiation","BP"
"A2IDD5","GO:0098536","deuterosome","CC"
"A2PYH4","GO:0000712","resolution of meiotic recombination intermediates","BP"
"A2PYH4","GO:0003676","nucleic acid binding","MF"
"A2PYH4","GO:0003678","DNA helicase activity","MF"
"A2PYH4","GO:0005524","ATP binding","MF"
"A2PYH4","GO:0005634","nucleus","CC"
"A2PYH4","GO:0016887","ATP hydrolysis activity","MF"
"A2RRP1","GO:0000149","SNARE binding","MF"
"A2RRP1","GO:0000956","nuclear-transcribed mRNA catabolic process","BP"
"A2RRP1","GO:0005783","endoplasmic reticulum","CC"
"A2RRP1","GO:0005789","endoplasmic reticulum membrane","CC"
"A2RRP1","GO:0005829","cytosol","CC"
"A2RRP1","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP"
"A2RRP1","GO:0015031","protein transport","BP"
"A2RRP1","GO:0016020","membrane","CC"
"A2RRP1","GO:0070939","Dsl1/NZR complex","CC"
"A2RRP1","GO:2000623","negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP"
"A2RTX5","GO:0004829","threonine-tRNA ligase activity","MF"
"A2RTX5","GO:0005524","ATP binding","MF"
"A2RTX5","GO:0005634","nucleus","CC"
"A2RTX5","GO:0005737","cytoplasm","CC"
"A2RTX5","GO:0006435","threonyl-tRNA aminoacylation","BP"
"A2RTX5","GO:0042802","identical protein binding","MF"
"A2RU14","GO:0005929","cilium","CC"
"A2RU14","GO:0016020","membrane","CC"
"A2RU30","GO:0005102","signaling receptor binding","MF"
"A2RU30","GO:0005737","cytoplasm","CC"
"A2RU30","GO:0005789","endoplasmic reticulum membrane","CC"
"A2RU30","GO:0005829","cytosol","CC"
"A2RU30","GO:0008104","protein localization","BP"
"A2RU30","GO:0008180","COP9 signalosome","CC"
"A2RU30","GO:0010387","COP9 signalosome assembly","BP"
"A2RU30","GO:0033077","T cell differentiation in thymus","BP"
"A2RU30","GO:0033089","positive regulation of T cell differentiation in thymus","BP"
"A2RU30","GO:0036398","TCR signalosome","CC"
"A2RU30","GO:0036399","TCR signalosome assembly","BP"
"A2RU30","GO:0043274","phospholipase binding","MF"
"A2RU30","GO:0050862","positive regulation of T cell receptor signaling pathway","BP"
"A2RU49","GO:0005759","mitochondrial matrix","CC"
"A2RU49","GO:0006554","lysine catabolic process","BP"
"A2RU49","GO:0016310","phosphorylation","BP"
"A2RU49","GO:0019202","amino acid kinase activity","MF"
"A2RU49","GO:0047992","hydroxylysine kinase activity","MF"
"A2RUB1","GO:0005634","nucleus","CC"
"A2RUB1","GO:0005737","cytoplasm","CC"
"A2RUB1","GO:0006302","double-strand break repair","BP"
"A2RUB1","GO:0007130","synaptonemal complex assembly","BP"
"A2RUB1","GO:0007141","male meiosis I","BP"
"A2RUB1","GO:0007144","female meiosis I","BP"
"A2RUB1","GO:0007286","spermatid development","BP"
"A2RUB1","GO:0048255","mRNA stabilization","BP"
"A2RUB1","GO:0048599","oocyte development","BP"
"A2RUB1","GO:0051310","metaphase chromosome alignment","BP"
"A2RUB1","GO:0051729","germline cell cycle switching, mitotic to meiotic cell cycle","BP"
"A2RUB1","GO:0070192","chromosome organization involved in meiotic cell cycle","BP"
"A2RUB6","GO:0001578","microtubule bundle formation","BP"
"A2RUB6","GO:0001750","photoreceptor outer segment","CC"
"A2RUB6","GO:0001895","retina homeostasis","BP"
"A2RUB6","GO:0001917","photoreceptor inner segment","CC"
"A2RUB6","GO:0005813","centrosome","CC"
"A2RUB6","GO:0005829","cytosol","CC"
"A2RUB6","GO:0005874","microtubule","CC"
"A2RUB6","GO:0005929","cilium","CC"
"A2RUB6","GO:0008017","microtubule binding","MF"
"A2RUB6","GO:0030054","cell junction","CC"
"A2RUB6","GO:0034451","centriolar satellite","CC"
"A2RUB6","GO:0036064","ciliary basal body","CC"
"A2RUB6","GO:0042803","protein homodimerization activity","MF"
"A2RUB6","GO:0050908","detection of light stimulus involved in visual perception","BP"
"A2RUB6","GO:0060271","cilium assembly","BP"
"A2RUB6","GO:0090543","Flemming body","CC"
"A2RUB6","GO:1903564","regulation of protein localization to cilium","BP"
"A2RUC4","GO:0000049","tRNA binding","MF"
"A2RUC4","GO:0005506","iron ion binding","MF"
"A2RUC4","GO:0005737","cytoplasm","CC"
"A2RUC4","GO:0016706","2-oxoglutarate-dependent dioxygenase activity","MF"
"A2RUC4","GO:0031591","wybutosine biosynthetic process","BP"
"A2RUC4","GO:0042803","protein homodimerization activity","MF"
"A2RUC4","GO:0102524","tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity","MF"
"A2RUH7","GO:0001701","in utero embryonic development","BP"
"A2RUH7","GO:0030017","sarcomere","CC"
"A2RUH7","GO:0036379","myofilament","CC"
"A2VDJ0","GO:0005737","cytoplasm","CC"
"A2VDJ0","GO:0005783","endoplasmic reticulum","CC"
"A2VDJ0","GO:0005886","plasma membrane","CC"
"A2VDJ0","GO:0016055","Wnt signaling pathway","BP"
"A2VDJ0","GO:0033088","negative regulation of immature T cell proliferation in thymus","BP"
"A2VDJ0","GO:0090090","negative regulation of canonical Wnt signaling pathway","BP"
"A2VEC9","GO:0005615","extracellular space","CC"
"A2VEC9","GO:0007155","cell adhesion","BP"
"A2VEC9","GO:0030414","peptidase inhibitor activity","MF"
"A2VEC9","GO:0031012","extracellular matrix","CC"
"A2VEC9","GO:0098797","plasma membrane protein complex","CC"
"A3KMH1","GO:0005524","ATP binding","MF"
"A3KMH1","GO:0005737","cytoplasm","CC"
"A3KMH1","GO:0005739","mitochondrion","CC"
"A3KMH1","GO:0005777","peroxisome","CC"
"A3KMH1","GO:0016887","ATP hydrolysis activity","MF"
"A4D0S4","GO:0005576","extracellular region","CC"
"A4D0S4","GO:0005604","basement membrane","CC"
"A4D0S4","GO:0007155","cell adhesion","BP"
"A4D126","GO:0005829","cytosol","CC"
"A4D126","GO:0007411","axon guidance","BP"
"A4D126","GO:0008299","isoprenoid biosynthetic process","BP"
"A4D126","GO:0035269","protein O-linked mannosylation","BP"
"A4D126","GO:0042803","protein homodimerization activity","MF"
"A4D126","GO:0047349","D-ribitol-5-phosphate cytidylyltransferase activity","MF"
"A4D126","GO:0070567","cytidylyltransferase activity","MF"
"A4D1B5","GO:0001540","amyloid-beta binding","MF"
"A4D1B5","GO:0005802","trans-Golgi network","CC"
"A4D1B5","GO:0030162","regulation of proteolysis","BP"
"A4D1B5","GO:1902004","positive regulation of amyloid-beta formation","BP"
"A4D1E9","GO:0000287","magnesium ion binding","MF"
"A4D1E9","GO:0003723","RNA binding","MF"
"A4D1E9","GO:0003924","GTPase activity","MF"
"A4D1E9","GO:0005525","GTP binding","MF"
"A4D1E9","GO:0005694","chromosome","CC"
"A4D1E9","GO:0005730","nucleolus","CC"
"A4D1E9","GO:0005739","mitochondrion","CC"
"A4D1E9","GO:0042254","ribosome biogenesis","BP"
"A4D1P6","GO:0005829","cytosol","CC"
"A4D1P6","GO:0010008","endosome membrane","CC"
"A4D1P6","GO:0031313","extrinsic component of endosome membrane","CC"
"A4D1P6","GO:0031901","early endosome membrane","CC"
"A4D1P6","GO:0031902","late endosome membrane","CC"
"A4D1P6","GO:0035014","phosphatidylinositol 3-kinase regulator activity","MF"
"A4D1P6","GO:0042176","regulation of protein catabolic process","BP"
"A4D1P6","GO:0045022","early endosome to late endosome transport","BP"
"A4D1P6","GO:0141039","phosphatidylinositol 3-kinase inhibitor activity","MF"
"A4D1T9","GO:0001669","acrosomal vesicle","CC"
"A4D1T9","GO:0004252","serine-type endopeptidase activity","MF"
"A4D1T9","GO:0005576","extracellular region","CC"
"A4D1T9","GO:0005634","nucleus","CC"
"A4D1T9","GO:0006508","proteolysis","BP"
"A4D1T9","GO:0007339","binding of sperm to zona pellucida","BP"
"A4D1T9","GO:0008354","germ cell migration","BP"
"A4D1T9","GO:0016477","cell migration","BP"
"A4D1T9","GO:0051604","protein maturation","BP"
"A4D1T9","GO:0070613","regulation of protein processing","BP"
"A4D1T9","GO:1905516","positive regulation of fertilization","BP"
"A4D1T9","GO:2000344","positive regulation of acrosome reaction","BP"
"A4D256","GO:0000226","microtubule cytoskeleton organization","BP"
"A4D256","GO:0000922","spindle pole","CC"
"A4D256","GO:0004722","protein serine/threonine phosphatase activity","MF"
"A4D256","GO:0004725","protein tyrosine phosphatase activity","MF"
"A4D256","GO:0005730","nucleolus","CC"
"A4D256","GO:0005737","cytoplasm","CC"
"A4D256","GO:0005789","endoplasmic reticulum membrane","CC"
"A4D256","GO:0005813","centrosome","CC"
"A4D256","GO:0007096","regulation of exit from mitosis","BP"
"A4D256","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","MF"
"A4D256","GO:0016311","dephosphorylation","BP"
"A4D256","GO:0017018","myosin phosphatase activity","MF"
"A4D256","GO:0032467","positive regulation of cytokinesis","BP"
"A4D256","GO:0060271","cilium assembly","BP"
"A4D256","GO:0072686","mitotic spindle","CC"
"A4D2B0","GO:0004521","RNA endonuclease activity","MF"
"A4D2B0","GO:0005634","nucleus","CC"
"A4D2B0","GO:0005737","cytoplasm","CC"
"A4D2B0","GO:0005829","cytosol","CC"
"A4D2B0","GO:0008334","histone mRNA metabolic process","BP"
"A4D2B0","GO:0031124","mRNA 3'-end processing","BP"
"A4D2B0","GO:0046872","metal ion binding","MF"
"A4D2B0","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","BP"
"A4D2B8","GO:0006298","mismatch repair","BP"
"A4D2B8","GO:0016301","kinase activity","MF"
"A4D2B8","GO:0016310","phosphorylation","BP"
"A4D2B8","GO:0016887","ATP hydrolysis activity","MF"
"A4D2B8","GO:0032300","mismatch repair complex","CC"
"A4D2B8","GO:0140664","ATP-dependent DNA damage sensor activity","MF"
"A4GXA9","GO:0000712","resolution of meiotic recombination intermediates","BP"
"A4GXA9","GO:0003677","DNA binding","MF"
"A4GXA9","GO:0004519","endonuclease activity","MF"
"A4GXA9","GO:0006302","double-strand break repair","BP"
"A4GXA9","GO:0031297","replication fork processing","BP"
"A4GXA9","GO:0031573","mitotic intra-S DNA damage checkpoint signaling","BP"
"A4GXA9","GO:0043596","nuclear replication fork","CC"
"A4GXA9","GO:0048476","Holliday junction resolvase complex","CC"
"A4GXA9","GO:1905347","endodeoxyribonuclease complex","CC"
"A4UGR9","GO:0003281","ventricular septum development","BP"
"A4UGR9","GO:0007015","actin filament organization","BP"
"A4UGR9","GO:0030018","Z disc","CC"
"A4UGR9","GO:0045216","cell-cell junction organization","BP"
"A4UGR9","GO:0051015","actin filament binding","MF"
"A4UGR9","GO:0051393","alpha-actinin binding","MF"
"A4UGR9","GO:0055008","cardiac muscle tissue morphogenesis","BP"
"A4UGR9","GO:0070161","anchoring junction","CC"
"A5A3E0","GO:0005615","extracellular space","CC"
"A5A3E0","GO:0005737","cytoplasm","CC"
"A5A3E0","GO:0005884","actin filament","CC"
"A5A3E0","GO:0005938","cell cortex","CC"
"A5A3E0","GO:0007409","axonogenesis","BP"
"A5A3E0","GO:0016020","membrane","CC"
"A5A3E0","GO:0019901","protein kinase binding","MF"
"A5A3E0","GO:0030424","axon","CC"
"A5A3E0","GO:0035267","NuA4 histone acetyltransferase complex","CC"
"A5A3E0","GO:0045202","synapse","CC"
"A5A3E0","GO:0048870","cell motility","BP"
"A5A3E0","GO:0070062","extracellular exosome","CC"
"A5A3E0","GO:0072562","blood microparticle","CC"
"A5A3E0","GO:0098973","structural constituent of postsynaptic actin cytoskeleton","MF"
"A5D8T8","GO:0005615","extracellular space","CC"
"A5D8T8","GO:0005768","endosome","CC"
"A5D8T8","GO:0005783","endoplasmic reticulum","CC"
"A5D8T8","GO:0005794","Golgi apparatus","CC"
"A5D8T8","GO:0030247","polysaccharide binding","MF"
"A5D8V6","GO:0000813","ESCRT I complex","CC"
"A5D8V6","GO:0006612","protein targeting to membrane","BP"
"A5D8V6","GO:0006623","protein targeting to vacuole","BP"
"A5D8V6","GO:0010008","endosome membrane","CC"
"A5D8V6","GO:0016236","macroautophagy","BP"
"A5D8V6","GO:0031902","late endosome membrane","CC"
"A5D8V6","GO:0036258","multivesicular body assembly","BP"
"A5D8V6","GO:0039702","viral budding via host ESCRT complex","BP"
"A5D8V6","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","BP"
"A5D8V6","GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","BP"
"A5D8V6","GO:0048306","calcium-dependent protein binding","MF"
"A5D8V6","GO:0070062","extracellular exosome","CC"
"A5D8V6","GO:0090148","membrane fission","BP"
"A5D8V7","GO:0003341","cilium movement","BP"
"A5D8V7","GO:0005576","extracellular region","CC"
"A5D8V7","GO:0005814","centriole","CC"
"A5D8V7","GO:0005929","cilium","CC"
"A5D8V7","GO:0005930","axoneme","CC"
"A5D8V7","GO:0007283","spermatogenesis","BP"
"A5D8V7","GO:0007368","determination of left/right symmetry","BP"
"A5D8V7","GO:0007420","brain development","BP"
"A5D8V7","GO:0030317","flagellated sperm motility","BP"
"A5D8V7","GO:0035253","ciliary rootlet","CC"
"A5D8V7","GO:0035264","multicellular organism growth","BP"
"A5D8V7","GO:0036064","ciliary basal body","CC"
"A5D8V7","GO:0036158","outer dynein arm assembly","BP"
"A5D8V7","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","BP"
"A5D8V7","GO:0061371","determination of heart left/right asymmetry","BP"
"A5D8V7","GO:0090660","cerebrospinal fluid circulation","BP"
"A5D8V7","GO:0097542","ciliary tip","CC"
"A5D8V7","GO:0120228","outer dynein arm docking complex","CC"
"A5D8V7","GO:1902017","regulation of cilium assembly","BP"
"A5D8W1","GO:0005737","cytoplasm","CC"
"A5D8W1","GO:0007288","sperm axoneme assembly","BP"
"A5D8W1","GO:0007608","sensory perception of smell","BP"
"A5D8W1","GO:0030317","flagellated sperm motility","BP"
"A5D8W1","GO:0042048","olfactory behavior","BP"
"A5D8W1","GO:0097225","sperm midpiece","CC"
"A5D8W1","GO:0097730","non-motile cilium","CC"
"A5D8W1","GO:1902093","positive regulation of flagellated sperm motility","BP"
"A5D8W1","GO:1905516","positive regulation of fertilization","BP"
"A5D8W1","GO:1990834","response to odorant","BP"
"A5LHX3","GO:0004175","endopeptidase activity","MF"
"A5LHX3","GO:0004298","threonine-type endopeptidase activity","MF"
"A5LHX3","GO:0005634","nucleus","CC"
"A5LHX3","GO:0005829","cytosol","CC"
"A5LHX3","GO:0006508","proteolysis","BP"
"A5LHX3","GO:0008233","peptidase activity","MF"
"A5LHX3","GO:0010498","proteasomal protein catabolic process","BP"
"A5LHX3","GO:0019774","proteasome core complex, beta-subunit complex","CC"
"A5LHX3","GO:0033077","T cell differentiation in thymus","BP"
"A5LHX3","GO:0043374","CD8-positive, alpha-beta T cell differentiation","BP"
"A5PKW4","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"A5PKW4","GO:0005543","phospholipid binding","MF"
"A5PKW4","GO:0007165","signal transduction","BP"
"A5PKW4","GO:0031175","neuron projection development","BP"
"A5PKW4","GO:0032012","regulation of ARF protein signal transduction","BP"
"A5PKW4","GO:0032154","cleavage furrow","CC"
"A5PKW4","GO:0032587","ruffle membrane","CC"
"A5PKW4","GO:0043197","dendritic spine","CC"
"A5PKW4","GO:0099092","postsynaptic density, intracellular component","CC"
"A5PLL7","GO:0005783","endoplasmic reticulum","CC"
"A5PLL7","GO:0005789","endoplasmic reticulum membrane","CC"
"A5PLL7","GO:0006631","fatty acid metabolic process","BP"
